gameId,gameType,gameDate,Team,Oponente,Score_For,Score_Against,W_L,L_V,Goal_For_EV,Goal_Against_EV,Shot_For_EV,Miss_For_EV,Block_For_EV,Shot_Against_EV,Miss_Against_EV,Block_Against_EV,First_Goal_For,SOG_For,Faceoff_For,Pim_For,First_Goal_Against,SOG_Against,Faceoff_Against,Pim_Against,day_code
2020020001,2,2021-01-13,PHI,PIT,6,3,1,1,4,2,17,8,7,28,7,11,0,27,0.58,6,1,34,0.42,6,2
2020020018,2,2021-01-15,PHI,PIT,5,2,1,1,4,1,9,3,9,22,8,4,1,20,0.46,10,0,33,0.54,12,4
2020020037,2,2021-01-18,PHI,BUF,1,6,0,1,1,4,20,14,16,27,7,11,0,22,0.435484,8,1,37,0.564516,2,0
2020020047,2,2021-01-19,PHI,BUF,3,0,1,1,3,0,22,9,6,34,10,15,1,30,0.516129,6,0,40,0.483871,4,1
2020020060,2,2021-01-21,PHI,BOS,4,5,0,0,2,4,23,8,5,33,11,15,1,26,0.370968,6,0,43,0.629032,10,3
2020020075,2,2021-01-23,PHI,BOS,1,6,0,0,1,3,13,10,12,16,9,9,0,17,0.542373,8,1,26,0.457627,4,5
2020020095,2,2021-01-26,PHI,N.J,5,3,1,0,3,3,17,9,3,19,9,9,1,31,0.516667,2,0,26,0.483333,10,1
2020020111,2,2021-01-28,PHI,N.J,3,1,1,0,3,1,14,8,7,27,9,16,0,17,0.735849,8,1,34,0.264151,4,3
2020020126,2,2021-01-30,PHI,NYI,3,2,1,1,3,2,12,10,10,22,10,12,1,17,0.5,8,0,28,0.5,2,5
2020020137,2,2021-01-31,PHI,NYI,4,3,1,1,3,2,19,12,10,20,8,5,1,29,0.509434,12,0,36,0.490566,8,6
2020020159,2,2021-02-03,PHI,BOS,3,4,0,1,3,1,20,10,11,26,12,13,0,25,0.537037,8,1,35,0.462963,4,2
2020020174,2,2021-02-05,PHI,BOS,1,2,0,1,0,2,18,13,11,17,10,12,1,24,0.421053,11,0,23,0.578947,17,4
2020020188,2,2021-02-07,PHI,WSH,7,4,1,0,7,3,14,18,12,30,15,9,0,23,0.522727,2,1,37,0.477273,8,6
2020020202,2,2021-04-13,PHI,WSH,1,6,0,0,1,3,25,5,17,21,4,9,0,30,0.424242,6,1,32,0.575758,4,1
2020020216,2,2021-04-25,PHI,N.J,4,3,1,1,6,5,32,12,19,29,10,9,0,36,0.566667,6,1,32,0.433333,2,6
2020020231,2,2021-05-10,PHI,N.J,4,2,1,1,3,2,20,15,13,22,10,11,0,31,0.522727,4,1,25,0.477273,8,0
2020020254,2,2021-04-22,PHI,NYR,3,2,1,0,1,2,24,7,13,27,11,10,0,36,0.514706,6,1,35,0.485294,12,3
2020020266,2,2021-02-18,PHI,NYR,2,3,0,1,3,3,17,7,20,22,4,12,1,22,0.451613,10,0,33,0.548387,10,3
2020020290,2,2021-02-21,PHI,BOS,3,7,0,0,2,6,14,15,14,24,16,7,0,19,0.481481,6,1,35,0.518519,6,6
2020020308,2,2021-02-24,PHI,NYR,4,3,1,1,2,1,20,10,13,16,10,9,1,39,0.636364,10,0,27,0.363636,16,2
2020020322,2,2021-02-27,PHI,BUF,3,0,1,0,3,0,28,7,9,21,12,7,1,39,0.622951,6,0,23,0.377049,6,5
