gameId,gameType,gameDate,Team,Oponente,Score_For,Score_Against,W_L,L_V,Goal_For_EV,Goal_Against_EV,Shot_For_EV,Miss_For_EV,Block_For_EV,Shot_Against_EV,Miss_Against_EV,Block_Against_EV,First_Goal_For,SOG_For,Faceoff_For,Pim_For,First_Goal_Against,SOG_Against,Faceoff_Against,Pim_Against,day_code
2011020001,2,2011-10-06,BOS,PHI,1,2,0,1,0,1,17,10,10,22,8,8,1,23,0.666667,10,0,29,0.333333,14,3
2011020001,2,2011-10-06,PHI,BOS,2,1,1,0,1,0,22,8,8,17,10,10,0,29,0.333333,14,1,23,0.666667,10,3
2011020002,2,2011-10-06,TOR,MTL,2,0,1,1,1,0,10,15,11,25,6,18,1,18,0.52459,10,0,32,0.47541,8,3
2011020002,2,2011-10-06,MTL,TOR,0,2,0,0,0,1,25,6,18,10,15,11,0,32,0.47541,8,1,18,0.52459,10,3
2011020003,2,2011-10-06,PIT,VAN,4,3,1,0,2,3,25,10,10,32,11,15,1,28,0.457627,6,0,36,0.542373,6,3
2011020003,2,2011-10-06,VAN,PIT,3,4,0,1,3,2,32,11,15,25,10,10,0,36,0.542373,6,1,28,0.457627,6,3
2011020004,2,2011-10-07,T.B,CAR,5,1,1,0,3,1,23,4,15,28,12,17,0,34,0.542857,10,1,33,0.457143,12,4
2011020004,2,2011-10-07,CAR,T.B,1,5,0,1,1,3,28,12,17,23,4,15,1,33,0.457143,12,0,34,0.542857,10,4
2011020005,2,2011-10-07,OTT,DET,3,5,0,0,1,5,27,7,10,23,13,6,0,32,0.492308,10,1,39,0.507692,6,4
2011020005,2,2011-10-07,DET,OTT,5,3,1,1,5,1,23,13,6,27,7,10,1,39,0.507692,6,0,32,0.492308,10,4
2011020006,2,2011-10-07,CBJ,NSH,2,3,0,1,2,2,23,14,17,25,4,9,0,34,0.583333,6,1,31,0.416667,10,4
2011020006,2,2011-10-07,NSH,CBJ,3,2,1,0,2,2,25,4,9,23,14,17,1,31,0.416667,10,0,34,0.583333,6,4
2011020007,2,2011-10-07,ANA,BUF,1,4,0,0,1,2,22,14,13,14,6,7,0,30,0.483333,12,1,25,0.516667,14,4
2011020007,2,2011-10-07,BUF,ANA,4,1,1,1,2,1,14,6,7,22,14,13,1,25,0.516667,14,0,30,0.483333,12,4
2011020008,2,2011-10-07,CHI,DAL,1,2,0,0,1,2,26,12,11,27,9,12,0,38,0.523077,4,1,33,0.476923,8,4
2011020008,2,2011-10-07,DAL,CHI,2,1,1,1,2,1,27,9,12,26,12,11,1,33,0.476923,8,0,38,0.523077,4,4
2011020009,2,2011-10-07,L.A,NYR,3,2,1,1,2,2,20,6,7,22,6,15,1,30,0.433333,7,0,26,0.566667,25,4
2011020009,2,2011-10-07,NYR,L.A,2,3,0,0,2,2,22,6,15,20,6,7,0,26,0.566667,25,1,30,0.433333,7,4
2011020010,2,2011-10-08,T.B,BOS,1,4,0,0,1,4,17,10,7,32,14,13,0,26,0.507692,16,1,42,0.492308,16,5
2011020010,2,2011-10-08,BOS,T.B,4,1,1,1,4,1,32,14,13,17,10,7,1,42,0.492308,16,0,26,0.507692,16,5
2011020011,2,2011-10-08,TOR,OTT,6,5,1,1,4,2,17,8,3,17,12,8,1,35,0.534247,28,0,32,0.465753,40,5
2011020011,2,2011-10-08,OTT,TOR,5,6,0,0,2,4,17,12,8,17,8,3,0,32,0.465753,40,1,35,0.534247,28,5
2011020012,2,2011-10-08,PHI,N.J,3,0,1,0,3,0,17,4,7,16,3,2,1,29,0.4,15,0,20,0.6,41,5
2011020012,2,2011-10-08,N.J,PHI,0,3,0,1,0,3,16,3,2,17,4,7,0,20,0.6,41,1,29,0.4,15,5
2011020013,2,2011-10-08,CAR,WSH,3,4,0,0,1,2,18,6,12,28,10,18,1,31,0.455882,10,0,36,0.544118,8,5
2011020013,2,2011-10-08,WSH,CAR,4,3,1,1,2,1,28,10,18,18,6,12,0,36,0.544118,8,1,31,0.455882,10,5
2011020014,2,2011-10-08,FLA,NYI,2,0,1,0,1,0,23,9,17,21,7,10,1,29,0.517857,23,0,27,0.482143,17,5
2011020014,2,2011-10-08,NYI,FLA,0,2,0,1,0,1,21,7,10,23,9,17,0,27,0.482143,17,1,29,0.517857,23,5
2011020015,2,2011-10-08,NSH,STL,4,2,1,0,2,1,7,5,10,26,10,16,0,16,0.5,15,1,33,0.5,13,5
2011020015,2,2011-10-08,STL,NSH,2,4,0,1,1,2,26,10,16,7,5,10,1,33,0.5,13,0,16,0.5,15,5
2011020016,2,2011-10-08,MIN,CBJ,4,2,1,1,2,2,19,12,9,22,9,15,1,26,0.508197,12,0,31,0.491803,8,5
