gameId,gameType,gameDate,Team,Oponente,Score_For,Score_Against,W_L,L_V,Goal_For_EV,Goal_Against_EV,Shot_For_EV,Miss_For_EV,Block_For_EV,Shot_Against_EV,Miss_Against_EV,Block_Against_EV,First_Goal_For,SOG_For,Faceoff_For,Pim_For,First_Goal_Against,SOG_Against,Faceoff_Against,Pim_Against,day_code
2023020001,2,2023-10-10,TBL,NSH,5,3,1,1,3,2,21,12,9,21,10,15,1,34,0.566667,8,0,31,0.433333,10,1
2023020023,2,2023-10-14,TBL,DET,4,6,0,0,3,6,20,15,23,34,10,10,0,25,0.54,4,1,42,0.46,6,5
2023020033,2,2023-10-15,TBL,OTT,2,5,0,0,2,5,19,8,15,29,5,16,0,24,0.576271,8,1,38,0.423729,6,6
2023020040,2,2023-10-17,TBL,BUF,2,3,0,0,2,3,20,14,10,24,12,10,0,25,0.490566,11,1,31,0.509434,13,1
2023020055,2,2023-10-19,TBL,VAN,4,3,1,1,2,3,23,4,12,24,5,24,1,36,0.457627,7,0,29,0.542373,11,3
2023020070,2,2023-10-21,TBL,TOR,3,4,0,1,1,4,25,11,16,42,13,14,0,31,0.587302,4,1,52,0.412698,8,5
2023020086,2,2023-10-24,TBL,CAR,3,0,1,1,2,0,15,8,7,25,11,17,1,23,0.519231,17,0,32,0.480769,37,1
2023020106,2,2023-10-26,TBL,SJS,6,0,1,1,5,0,22,16,19,20,6,8,1,31,0.384615,6,0,23,0.615385,10,3
2023020133,2,2023-10-30,TBL,SEA,3,4,0,1,2,2,26,15,18,33,20,13,0,37,0.6,6,1,43,0.4,4,0
2023020146,2,2023-11-02,TBL,CBJ,2,4,0,0,2,4,19,10,23,17,13,17,0,29,0.545455,10,1,28,0.454545,8,3
2023020162,2,2023-11-04,TBL,OTT,6,4,1,0,5,3,31,7,16,18,10,10,0,38,0.552239,13,1,28,0.447761,11,5
2023020177,2,2023-11-06,TBL,TOR,5,6,0,0,3,6,22,5,14,23,9,11,0,31,0.542373,6,1,34,0.457627,6,0
2023020181,2,2023-11-07,TBL,MTL,5,3,1,0,3,2,18,8,10,15,12,14,1,32,0.473684,21,0,26,0.526316,19,1
2023020198,2,2023-11-09,TBL,CHI,3,5,0,1,2,4,20,13,16,17,4,4,1,33,0.641791,22,0,29,0.358209,8,3
2023020214,2,2023-11-11,TBL,CAR,0,4,0,1,0,3,20,6,15,25,12,12,0,22,0.559322,11,1,32,0.440678,11,5
2023020235,2,2023-11-14,TBL,STL,0,5,0,0,0,5,29,12,27,24,6,12,0,30,0.45098,0,1,29,0.54902,4,1
2023020246,2,2023-11-16,TBL,CHI,4,2,1,0,3,1,25,18,13,7,8,14,0,32,0.413793,11,1,14,0.586207,13,3
2023020257,2,2023-11-18,TBL,EDM,6,4,1,1,4,3,13,11,12,33,10,15,0,24,0.576271,17,1,42,0.423729,15,5
2023020273,2,2023-11-20,TBL,BOS,5,4,1,1,4,4,32,7,18,20,8,11,1,47,0.55,6,0,27,0.45,14,0
2023020284,2,2023-11-22,TBL,WPG,2,3,0,1,1,2,31,14,23,27,7,11,0,33,0.52381,4,1,32,0.47619,2,2
2023020303,2,2023-11-24,TBL,CAR,8,2,1,0,4,1,6,8,7,17,16,20,0,14,0.410714,34,1,24,0.589286,22,4
2023020324,2,2023-11-27,TBL,COL,1,4,0,0,1,3,24,14,17,16,12,9,0,39,0.483333,40,1,23,0.516667,26,0
