gameId,gameType,gameDate,Team,Oponente,Score_For,Score_Against,W_L,L_V,Goal_For_EV,Goal_Against_EV,Shot_For_EV,Miss_For_EV,Block_For_EV,Shot_Against_EV,Miss_Against_EV,Block_Against_EV,First_Goal_For,SOG_For,Faceoff_For,Pim_For,First_Goal_Against,SOG_Against,Faceoff_Against,Pim_Against,day_code
2016020001,2,2016-10-12,OTT,TOR,5,4,1,1,5,4,20,11,6,27,15,23,0,30,0.484848,15,1,38,0.515152,11,2
2016020001,2,2016-10-12,TOR,OTT,4,5,0,0,4,5,27,15,23,20,11,6,1,38,0.515152,11,0,30,0.484848,15,2
2016020002,2,2016-10-12,CHI,STL,2,5,0,1,1,2,10,5,14,19,9,8,1,19,0.396552,10,0,33,0.603448,8,2
2016020002,2,2016-10-12,STL,CHI,5,2,1,0,2,1,19,9,8,10,5,14,0,33,0.603448,8,1,19,0.396552,10,2
2016020003,2,2016-10-12,EDM,CGY,7,4,1,1,6,1,18,7,6,26,10,9,1,28,0.396825,13,0,41,0.603175,19,2
2016020003,2,2016-10-12,CGY,EDM,4,7,0,0,1,6,26,10,9,18,7,6,0,41,0.603175,19,1,28,0.396825,13,2
2016020004,2,2016-10-12,L.A,S.J,1,2,0,0,0,1,21,14,20,26,18,20,1,22,0.5,8,0,31,0.5,4,2
2016020004,2,2016-10-12,S.J,L.A,2,1,1,1,1,0,26,18,20,21,14,20,0,31,0.5,4,1,22,0.5,8,2
2016020005,2,2016-10-13,BUF,MTL,1,4,0,1,0,4,23,6,8,17,10,6,0,31,0.615385,6,1,24,0.384615,22,3
2016020005,2,2016-10-13,MTL,BUF,4,1,1,0,4,0,17,10,6,23,6,8,1,24,0.384615,22,0,31,0.615385,6,3
2016020006,2,2016-10-13,NYR,NYI,5,3,1,1,4,3,21,9,16,22,13,14,1,39,0.515625,6,0,28,0.484375,10,3
2016020006,2,2016-10-13,NYI,NYR,3,5,0,0,3,4,22,13,14,21,9,16,0,28,0.484375,10,1,39,0.515625,6,3
2016020007,2,2016-10-13,WSH,PIT,2,3,0,0,4,4,39,12,13,28,4,11,1,41,0.594203,9,0,30,0.405797,11,3
2016020007,2,2016-10-13,PIT,WSH,3,2,1,1,4,4,28,4,11,39,12,13,0,30,0.405797,11,1,41,0.594203,9,3
2016020008,2,2016-10-13,BOS,CBJ,6,3,1,0,6,2,24,7,13,24,5,23,0,37,0.538462,8,1,31,0.461538,6,3
2016020008,2,2016-10-13,CBJ,BOS,3,6,0,1,2,6,24,5,23,24,7,13,1,31,0.461538,6,0,37,0.538462,8,3
2016020009,2,2016-10-13,T.B,DET,6,4,1,1,3,3,24,14,15,25,5,6,0,36,0.56,20,1,32,0.44,38,3
2016020009,2,2016-10-13,DET,T.B,4,6,0,0,3,3,25,5,6,24,14,15,1,32,0.44,38,0,36,0.56,20,3
2016020010,2,2016-10-13,N.J,FLA,1,2,0,0,1,2,23,9,4,30,14,15,0,24,0.464286,16,1,34,0.535714,14,3
2016020010,2,2016-10-13,FLA,N.J,2,1,1,1,2,1,30,14,15,23,9,4,1,34,0.535714,14,0,24,0.464286,16,3
2016020011,2,2016-10-13,STL,MIN,3,2,1,1,3,2,24,8,9,14,11,13,1,31,0.528302,14,0,21,0.471698,20,3
2016020011,2,2016-10-13,MIN,STL,2,3,0,0,2,3,14,11,13,24,8,9,0,21,0.471698,20,1,31,0.528302,14,3
2016020012,2,2016-10-13,CAR,WPG,4,5,0,0,2,3,19,15,7,19,6,7,0,27,0.641509,12,1,26,0.358491,10,3
2016020012,2,2016-10-13,WPG,CAR,5,4,1,1,3,2,19,6,7,19,15,7,1,26,0.358491,10,0,27,0.641509,12,3
2016020013,2,2016-10-13,DAL,ANA,4,2,1,1,4,1,12,13,12,21,12,6,1,20,0.362069,10,0,35,0.637931,8,3
2016020013,2,2016-10-13,ANA,DAL,2,4,0,0,1,4,21,12,6,12,13,12,0,35,0.637931,8,1,20,0.362069,10,3
2016020014,2,2016-10-14,CHI,NSH,2,3,0,0,2,0,15,11,15,21,9,5,1,24,0.4375,24,0,27,0.5625,20,4
2016020014,2,2016-10-14,NSH,CHI,3,2,1,1,0,2,21,9,5,15,11,15,0,27,0.5625,20,1,24,0.4375,24,4
2016020015,2,2016-10-14,EDM,CGY,5,3,1,0,2,3,18,7,9,27,9,11,0,29,0.451613,14,1,35,0.548387,12,4
2016020015,2,2016-10-14,CGY,EDM,3,5,0,1,3,2,27,9,11,18,7,9,1,35,0.548387,12,0,29,0.451613,14,4
2016020016,2,2016-10-14,PHI,L.A,4,2,1,0,4,2,21,6,11,22,10,14,1,30,0.369231,6,0,25,0.630769,6,4
2016020016,2,2016-10-14,L.A,PHI,2,4,0,1,2,4,22,10,14,21,6,11,0,25,0.630769,6,1,30,0.369231,6,4
2016020017,2,2016-10-15,BOS,TOR,1,4,0,0,0,4,20,14,15,16,7,12,0,25,0.384615,18,1,24,0.615385,18,5
2016020017,2,2016-10-15,TOR,BOS,4,1,1,1,4,0,16,7,12,20,14,15,1,24,0.615385,18,0,25,0.384615,18,5
2016020018,2,2016-10-15,MTL,OTT,3,4,0,0,3,5,19,7,11,31,11,7,0,24,0.366667,10,1,38,0.633333,10,5
2016020018,2,2016-10-15,OTT,MTL,4,3,1,1,5,3,31,11,7,19,7,11,1,38,0.633333,10,0,24,0.366667,10,5
2016020019,2,2016-10-15,T.B,N.J,3,2,1,1,3,2,25,9,8,24,7,9,0,34,0.517857,10,1,34,0.482143,8,5
2016020019,2,2016-10-15,N.J,T.B,2,3,0,0,2,3,24,7,9,25,9,8,1,34,0.482143,8,0,34,0.517857,10,5
2016020020,2,2016-10-15,DET,FLA,1,4,0,0,1,4,20,6,12,30,11,5,0,22,0.550725,6,1,38,0.449275,6,5
2016020020,2,2016-10-15,FLA,DET,4,1,1,1,4,1,30,11,5,20,6,12,1,38,0.449275,6,0,22,0.550725,6,5
2016020021,2,2016-10-15,ANA,PIT,2,3,0,0,1,2,30,10,13,34,4,6,0,36,0.58209,6,1,45,0.41791,6,5
2016020021,2,2016-10-15,PIT,ANA,3,2,1,1,2,1,34,4,6,30,10,13,1,45,0.41791,6,0,36,0.58209,6,5
2016020022,2,2016-10-15,WSH,NYI,2,1,1,1,2,0,19,8,13,17,15,13,1,28,0.482143,4,0,22,0.517857,10,5
2016020022,2,2016-10-15,NYI,WSH,1,2,0,0,0,2,17,15,13,19,8,13,0,22,0.517857,10,1,28,0.482143,4,5
2016020023,2,2016-10-15,S.J,CBJ,3,2,1,0,2,1,23,5,10,23,13,14,1,38,0.416667,4,0,28,0.583333,10,5
2016020023,2,2016-10-15,CBJ,S.J,2,3,0,1,1,2,23,13,14,23,5,10,0,28,0.583333,10,1,38,0.416667,4,5
2016020024,2,2016-10-15,MIN,WPG,4,3,1,1,3,3,22,11,6,12,4,14,0,31,0.552239,13,1,17,0.447761,15,5
2016020024,2,2016-10-15,WPG,MIN,3,4,0,0,3,3,12,4,14,22,11,6,1,17,0.447761,15,0,31,0.552239,13,5
2016020025,2,2016-10-15,STL,NYR,3,2,1,1,2,2,12,4,5,28,11,13,1,18,0.421053,4,0,35,0.578947,10,5
2016020025,2,2016-10-15,NYR,STL,2,3,0,0,2,2,28,11,13,12,4,5,0,35,0.578947,10,1,18,0.421053,4,5
2016020026,2,2016-10-15,CHI,NSH,5,3,1,1,3,2,15,11,10,30,9,13,1,27,0.474576,4,0,36,0.525424,6,5
2016020026,2,2016-10-15,NSH,CHI,3,5,0,0,2,3,30,9,13,15,11,10,0,36,0.525424,6,1,27,0.474576,4,5
2016020027,2,2016-10-15,COL,DAL,6,5,1,1,4,3,21,10,13,19,10,13,0,33,0.615385,8,1,28,0.384615,6,5
2016020027,2,2016-10-15,DAL,COL,5,6,0,0,3,4,19,10,13,21,10,13,1,28,0.384615,6,0,33,0.615385,8,5
2016020028,2,2016-10-15,PHI,ARI,3,4,0,0,3,2,23,13,13,19,9,5,0,30,0.557692,34,1,35,0.442308,8,5
2016020028,2,2016-10-15,ARI,PHI,4,3,1,1,2,3,19,9,5,23,13,13,1,35,0.442308,8,0,30,0.557692,34,5
2016020029,2,2016-10-15,CGY,VAN,1,2,0,0,1,1,20,6,8,22,13,17,1,25,0.491803,10,0,31,0.508197,6,5
2016020029,2,2016-10-15,VAN,CGY,2,1,1,1,1,1,22,13,17,20,6,8,0,31,0.508197,6,1,25,0.491803,10,5
2016020030,2,2016-10-16,ANA,NYI,2,3,0,0,2,3,17,4,11,22,9,10,0,26,0.612903,10,1,30,0.387097,10,6
