id,season,Links,gameDate,gameType
2012020004,20122013,20004,2013-01-19,2
2012020020,20122013,20020,2013-01-21,2
2012020037,20122013,20037,2013-01-23,2
2012020050,20122013,20050,2013-01-25,2
2012020073,20122013,20073,2013-01-28,2
2012020078,20122013,20078,2013-01-29,2
2012020092,20122013,20092,2013-01-31,2
2012020111,20122013,20111,2013-02-02,2
2012020138,20122013,20138,2013-02-06,2
2012020168,20122013,20168,2013-02-10,2
2012020179,20122013,20179,2013-02-12,2
2012020197,20122013,20197,2013-02-15,2
2012020214,20122013,20214,2013-02-17,2
2012020243,20122013,20243,2013-02-21,2
2012020262,20122013,20262,2013-02-24,2
2012020278,20122013,20278,2013-02-26,2
2012020288,20122013,20288,2013-02-28,2
2012020303,20122013,20303,2013-03-02,2
2012020316,20122013,20316,2013-03-03,2
2012020326,20122013,20326,2013-03-05,2
2012020339,20122013,20339,2013-03-07,2
2012020355,20122013,20355,2013-03-09,2
2012020375,20122013,20375,2013-03-11,2
2012020380,20122013,20380,2013-03-12,2
2012020391,20122013,20391,2013-03-14,2
2012020405,20122013,20405,2013-03-16,2
2012020418,20122013,20418,2013-03-17,2
2012020435,20122013,20435,2013-03-19,2
2012020447,20122013,20447,2013-03-21,2
2012020459,20122013,20459,2013-03-23,2
2012020472,20122013,20472,2013-03-25,2
2012020488,20122013,20488,2013-03-27,2
2012020506,20122013,20506,2013-03-30,2
2012020519,20122013,20519,2013-03-31,2
2012020531,20122013,20531,2013-04-02,2
2012020543,20122013,20543,2013-04-04,2
2012020562,20122013,20562,2013-04-06,2
2012020577,20122013,20577,2013-04-08,2
2012020591,20122013,20591,2013-04-10,2
2012020596,20122013,20596,2013-04-11,2
2012020615,20122013,20615,2013-04-13,2
2012020641,20122013,20641,2013-04-17,2
2012020654,20122013,20654,2013-04-20,2
2012020668,20122013,20668,2013-04-21,2
2012020684,20122013,20684,2013-04-23,2
2012020154,20122013,20154,2013-04-25,2
2012020711,20122013,20711,2013-04-27,2
2012020624,20122013,20624,2013-04-28,2
2012030141,20122013,30141,2013-05-01,3
2012030142,20122013,30142,2013-05-04,3
2012030143,20122013,30143,2013-05-06,3
2012030144,20122013,30144,2013-05-08,3
2012030145,20122013,30145,2013-05-10,3
2012030146,20122013,30146,2013-05-12,3
2012030147,20122013,30147,2013-05-13,3
2012030221,20122013,30221,2013-05-16,3
2012030222,20122013,30222,2013-05-19,3
2012030223,20122013,30223,2013-05-21,3
2012030224,20122013,30224,2013-05-23,3
2012030225,20122013,30225,2013-05-25,3
2012030311,20122013,30311,2013-06-01,3
2012030312,20122013,30312,2013-06-03,3
2012030313,20122013,30313,2013-06-05,3
2012030314,20122013,30314,2013-06-07,3
2012030411,20122013,30411,2013-06-12,3
2012030412,20122013,30412,2013-06-15,3
2012030413,20122013,30413,2013-06-17,3
2012030414,20122013,30414,2013-06-19,3
2012030415,20122013,30415,2013-06-22,3
2012030416,20122013,30416,2013-06-24,3
2012020004,20122013,20004,2013-01-19,2
2012020015,20122013,20015,2013-01-20,2
2012020037,20122013,20037,2013-01-23,2
2012020041,20122013,20041,2013-01-24,2
2012020058,20122013,20058,2013-01-26,2
2012020080,20122013,20080,2013-01-29,2
2012020095,20122013,20095,2013-01-31,2
2012020113,20122013,20113,2013-02-02,2
2012020128,20122013,20128,2013-02-05,2
2012020143,20122013,20143,2013-02-07,2
2012020169,20122013,20169,2013-02-10,2
2012020179,20122013,20179,2013-02-12,2
2012020191,20122013,20191,2013-02-14,2
2012020217,20122013,20217,2013-02-17,2
2012020227,20122013,20227,2013-02-19,2
2012020242,20122013,20242,2013-02-21,2
2012020255,20122013,20255,2013-02-23,2
2012020275,20122013,20275,2013-02-26,2
2012020290,20122013,20290,2013-02-28,2
2012020317,20122013,20317,2013-03-03,2
2012020329,20122013,20329,2013-03-05,2
2012020341,20122013,20341,2013-03-07,2
2012020350,20122013,20350,2013-03-08,2
2012020365,20122013,20365,2013-03-10,2
2012020377,20122013,20377,2013-03-12,2
2012020396,20122013,20396,2013-03-14,2
2012020406,20122013,20406,2013-03-16,2
2012020422,20122013,20422,2013-03-18,2
2012020429,20122013,20429,2013-03-19,2
2012020445,20122013,20445,2013-03-21,2
2012020467,20122013,20467,2013-03-24,2
2012020483,20122013,20483,2013-03-26,2
2012020495,20122013,20495,2013-03-28,2
2012020512,20122013,20512,2013-03-30,2
2012020523,20122013,20523,2013-04-01,2
2012020538,20122013,20538,2013-04-03,2
2012020554,20122013,20554,2013-04-05,2
2012020565,20122013,20565,2013-04-06,2
2012020578,20122013,20578,2013-04-08,2
2012020592,20122013,20592,2013-04-10,2
2012020613,20122013,20613,2013-04-13,2
2012020635,20122013,20635,2013-04-16,2
2012020645,20122013,20645,2013-04-18,2
2012020655,20122013,20655,2013-04-19,2
2012020671,20122013,20671,2013-04-21,2
2012020685,20122013,20685,2013-04-23,2
2012020696,20122013,20696,2013-04-25,2
2012020714,20122013,20714,2013-04-27,2
2012030131,20122013,30131,2013-05-02,3
2012030132,20122013,30132,2013-05-04,3
2012030133,20122013,30133,2013-05-06,3
2012030134,20122013,30134,2013-05-08,3
2012030135,20122013,30135,2013-05-10,3
2012030136,20122013,30136,2013-05-12,3
2012030137,20122013,30137,2013-05-13,3
2012030221,20122013,30221,2013-05-16,3
2012030222,20122013,30222,2013-05-19,3
2012030223,20122013,30223,2013-05-21,3
2012030224,20122013,30224,2013-05-23,3
2012030225,20122013,30225,2013-05-25,3
2012020013,20122013,20013,2013-01-19,2
2012020018,20122013,20018,2013-01-20,2
2012020038,20122013,20038,2013-01-23,2
2012020056,20122013,20056,2013-01-25,2
2012020072,20122013,20072,2013-01-27,2
2012020077,20122013,20077,2013-01-28,2
2012020091,20122013,20091,2013-01-30,2
2012020106,20122013,20106,2013-02-01,2
2012020126,20122013,20126,2013-02-04,2
2012020151,20122013,20151,2013-02-07,2
2012020165,20122013,20165,2013-02-09,2
2012020187,20122013,20187,2013-02-12,2
2012020203,20122013,20203,2013-02-15,2
2012020218,20122013,20218,2013-02-17,2
2012020232,20122013,20232,2013-02-19,2
2012020245,20122013,20245,2013-02-21,2
2012020248,20122013,20248,2013-02-22,2
2012020264,20122013,20264,2013-02-24,2
2012020282,20122013,20282,2013-02-26,2
2012020309,20122013,20309,2013-03-02,2
2012020319,20122013,20319,2013-03-03,2
2012020333,20122013,20333,2013-03-05,2
2012020345,20122013,20345,2013-03-07,2
2012020372,20122013,20372,2013-03-10,2
2012020379,20122013,20379,2013-03-12,2
2012020400,20122013,20400,2013-03-14,2
2012020416,20122013,20416,2013-03-16,2
2012020426,20122013,20426,2013-03-18,2
2012020436,20122013,20436,2013-03-19,2
2012020450,20122013,20450,2013-03-21,2
2012020458,20122013,20458,2013-03-23,2
2012020469,20122013,20469,2013-03-24,2
2012020487,20122013,20487,2013-03-26,2
2012020500,20122013,20500,2013-03-28,2
2012020515,20122013,20515,2013-03-30,2
2012020530,20122013,20530,2013-04-01,2
2012020550,20122013,20550,2013-04-04,2
2012020568,20122013,20568,2013-04-06,2
2012020580,20122013,20580,2013-04-08,2
2012020593,20122013,20593,2013-04-10,2
2012020611,20122013,20611,2013-04-13,2
2012020628,20122013,20628,2013-04-15,2
2012020637,20122013,20637,2013-04-16,2
2012020651,20122013,20651,2013-04-18,2
2012020667,20122013,20667,2013-04-20,2
2012020680,20122013,20680,2013-04-22,2
2012020703,20122013,20703,2013-04-25,2
2012020718,20122013,20718,2013-04-27,2
2012030171,20122013,30171,2013-05-01,3
2012030172,20122013,30172,2013-05-03,3
2012030173,20122013,30173,2013-05-05,3
2012030174,20122013,30174,2013-05-07,3
2012020003,20122013,20003,2013-01-19,2
2012020034,20122013,20034,2013-01-22,2
2012020048,20122013,20048,2013-01-24,2
2012020062,20122013,20062,2013-01-26,2
2012020077,20122013,20077,2013-01-28,2
2012020099,20122013,20099,2013-01-31,2
2012020117,20122013,20117,2013-02-02,2
2012020131,20122013,20131,2013-02-05,2
2012020150,20122013,20150,2013-02-07,2
2012020166,20122013,20166,2013-02-10,2
2012020175,20122013,20175,2013-02-11,2
2012020204,20122013,20204,2013-02-15,2
2012020213,20122013,20213,2013-02-17,2
2012020233,20122013,20233,2013-02-19,2
2012020236,20122013,20236,2013-02-20,2
2012020253,20122013,20253,2013-02-23,2
2012020274,20122013,20274,2013-02-25,2
2012020287,20122013,20287,2013-02-27,2
2012020309,20122013,20309,2013-03-02,2
2012020323,20122013,20323,2013-03-04,2
2012020334,20122013,20334,2013-03-05,2
2012020349,20122013,20349,2013-03-07,2
2012020364,20122013,20364,2013-03-09,2
2012020376,20122013,20376,2013-03-11,2
2012020387,20122013,20387,2013-03-12,2
2012020401,20122013,20401,2013-03-14,2
2012020417,20122013,20417,2013-03-16,2
2012020428,20122013,20428,2013-03-18,2
2012020437,20122013,20437,2013-03-19,2
2012020451,20122013,20451,2013-03-21,2
2012020458,20122013,20458,2013-03-23,2
2012020474,20122013,20474,2013-03-25,2
2012020497,20122013,20497,2013-03-28,2
2012020510,20122013,20510,2013-03-30,2
2012020520,20122013,20520,2013-03-31,2
2012020537,20122013,20537,2013-04-02,2
2012020552,20122013,20552,2013-04-04,2
2012020561,20122013,20561,2013-04-06,2
2012020576,20122013,20576,2013-04-07,2
2012020590,20122013,20590,2013-04-09,2
2012020604,20122013,20604,2013-04-11,2
2012020620,20122013,20620,2013-04-13,2
2012020639,20122013,20639,2013-04-16,2
2012020652,20122013,20652,2013-04-18,2
2012020675,20122013,20675,2013-04-21,2
2012020688,20122013,20688,2013-04-23,2
2012020691,20122013,20691,2013-04-24,2
2012020720,20122013,20720,2013-04-27,2
2012030181,20122013,30181,2013-04-30,3
2012030182,20122013,30182,2013-05-02,3
2012030183,20122013,30183,2013-05-04,3
2012030184,20122013,30184,2013-05-06,3
2012030185,20122013,30185,2013-05-08,3
2012030186,20122013,30186,2013-05-10,3
2012030241,20122013,30241,2013-05-14,3
2012030242,20122013,30242,2013-05-16,3
2012030243,20122013,30243,2013-05-18,3
2012030244,20122013,30244,2013-05-21,3
2012030245,20122013,30245,2013-05-23,3
2012030246,20122013,30246,2013-05-26,3
2012030247,20122013,30247,2013-05-28,3
2012030321,20122013,30321,2013-06-01,3
2012030322,20122013,30322,2013-06-02,3
2012030323,20122013,30323,2013-06-04,3
2012030324,20122013,30324,2013-06-06,3
2012030325,20122013,30325,2013-06-08,3
2012020008,20122013,20008,2013-01-19,2
2012020024,20122013,20024,2013-01-21,2
2012020029,20122013,20029,2013-01-22,2
2012020044,20122013,20044,2013-01-24,2
2012020060,20122013,20060,2013-01-26,2
2012020084,20122013,20084,2013-01-29,2
2012020097,20122013,20097,2013-01-31,2
2012020121,20122013,20121,2013-02-03,2
2012020135,20122013,20135,2013-02-05,2
2012020144,20122013,20144,2013-02-07,2
2012020162,20122013,20162,2013-02-09,2
2012020182,20122013,20182,2013-02-12,2
2012020194,20122013,20194,2013-02-14,2
2012020208,20122013,20208,2013-02-16,2
2012020223,20122013,20223,2013-02-18,2
2012020238,20122013,20238,2013-02-21,2
2012020247,20122013,20247,2013-02-22,2
2012020262,20122013,20262,2013-02-24,2
2012020280,20122013,20280,2013-02-26,2
2012020292,20122013,20292,2013-02-28,2
2012020307,20122013,20307,2013-03-02,2
2012020315,20122013,20315,2013-03-03,2
2012020330,20122013,20330,2013-03-05,2
2012020343,20122013,20343,2013-03-07,2
2012020351,20122013,20351,2013-03-08,2
2012020367,20122013,20367,2013-03-10,2
2012020381,20122013,20381,2013-03-12,2
2012020391,20122013,20391,2013-03-14,2
2012020413,20122013,20413,2013-03-16,2
2012020431,20122013,20431,2013-03-19,2
2012020445,20122013,20445,2013-03-21,2
2012020461,20122013,20461,2013-03-23,2
2012020465,20122013,20465,2013-03-24,2
2012020479,20122013,20479,2013-03-26,2
2012020496,20122013,20496,2013-03-28,2
2012020514,20122013,20514,2013-03-30,2
2012020535,20122013,20535,2013-04-02,2
2012020566,20122013,20566,2013-04-06,2
2012020571,20122013,20571,2013-04-07,2
2012020602,20122013,20602,2013-04-11,2
2012020616,20122013,20616,2013-04-13,2
2012020632,20122013,20632,2013-04-16,2
2012020645,20122013,20645,2013-04-18,2
2012020660,20122013,20660,2013-04-20,2
2012020668,20122013,20668,2013-04-21,2
2012020685,20122013,20685,2013-04-23,2
2012020698,20122013,20698,2013-04-25,2
2012020712,20122013,20712,2013-04-27,2
2012020011,20122013,20011,2013-01-19,2
2012020017,20122013,20017,2013-01-20,2
2012020031,20122013,20031,2013-01-22,2
2012020046,20122013,20046,2013-01-24,2
2012020061,20122013,20061,2013-01-26,2
2012020074,20122013,20074,2013-01-28,2
2012020085,20122013,20085,2013-01-29,2
2012020105,20122013,20105,2013-02-01,2
2012020115,20122013,20115,2013-02-02,2
2012020124,20122013,20124,2013-02-04,2
2012020140,20122013,20140,2013-02-06,2
2012020153,20122013,20153,2013-02-08,2
2012020186,20122013,20186,2013-02-12,2
2012020190,20122013,20190,2013-02-13,2
2012020203,20122013,20203,2013-02-15,2
2012020215,20122013,20215,2013-02-17,2
2012020245,20122013,20245,2013-02-21,2
2012020260,20122013,20260,2013-02-23,2
2012020272,20122013,20272,2013-02-25,2
2012020277,20122013,20277,2013-02-26,2
2012020295,20122013,20295,2013-02-28,2
2012020314,20122013,20314,2013-03-03,2
2012020349,20122013,20349,2013-03-07,2
2012020363,20122013,20363,2013-03-09,2
2012020385,20122013,20385,2013-03-12,2
2012020399,20122013,20399,2013-03-14,2
2012020415,20122013,20415,2013-03-16,2
2012020424,20122013,20424,2013-03-18,2
2012020440,20122013,20440,2013-03-20,2
2012020451,20122013,20451,2013-03-21,2
2012020463,20122013,20463,2013-03-23,2
2012020476,20122013,20476,2013-03-25,2
2012020504,20122013,20504,2013-03-29,2
2012020520,20122013,20520,2013-03-31,2
2012020528,20122013,20528,2013-04-01,2
2012020541,20122013,20541,2013-04-03,2
2012020557,20122013,20557,2013-04-05,2
2012020570,20122013,20570,2013-04-07,2
2012020590,20122013,20590,2013-04-09,2
2012020607,20122013,20607,2013-04-12,2
2012020618,20122013,20618,2013-04-13,2
2012020627,20122013,20627,2013-04-15,2
2012020651,20122013,20651,2013-04-18,2
2012020656,20122013,20656,2013-04-19,2
2012020675,20122013,20675,2013-04-21,2
2012020689,20122013,20689,2013-04-23,2
2012020702,20122013,20702,2013-04-25,2
2012020717,20122013,20717,2013-04-27,2
2012020008,20122013,20008,2013-01-19,2
2012020028,20122013,20028,2013-01-22,2
2012020043,20122013,20043,2013-01-24,2
2012020051,20122013,20051,2013-01-25,2
2012020073,20122013,20073,2013-01-28,2
2012020102,20122013,20102,2013-02-01,2
2012020112,20122013,20112,2013-02-02,2
2012020123,20122013,20123,2013-02-04,2
