gameId,gameType,gameDate,Team,Oponente,Score_For,Score_Against,W_L,L_V,Goal_For_EV,Goal_Against_EV,Shot_For_EV,Miss_For_EV,Block_For_EV,Shot_Against_EV,Miss_Against_EV,Block_Against_EV,First_Goal_For,SOG_For,Faceoff_For,Pim_For,First_Goal_Against,SOG_Against,Faceoff_Against,Pim_Against,day_code
2021020001,2,2021-10-12,TBL,PIT,2,6,0,1,2,6,25,11,14,29,12,10,0,28,0.507246,2,1,35,0.492754,2,1
2021020009,2,2021-10-14,TBL,DET,7,6,1,0,4,5,29,8,7,14,4,6,0,48,0.535714,20,1,26,0.464286,26,3
2021020027,2,2021-10-16,TBL,WSH,2,1,1,0,2,1,22,14,16,25,7,13,0,24,0.517857,8,1,33,0.482143,2,5
2021020042,2,2021-10-19,TBL,FLA,1,4,0,1,1,3,21,8,6,22,6,11,0,31,0.609375,6,1,32,0.390625,12,1
2021020068,2,2021-10-23,TBL,COL,3,4,0,1,5,5,23,17,6,18,9,8,0,32,0.523077,14,1,27,0.476923,8,5
2021020083,2,2021-10-25,TBL,BUF,1,5,0,0,1,5,33,15,17,16,10,8,0,36,0.45098,4,1,25,0.54902,6,0
2021020091,2,2021-10-26,TBL,PIT,5,1,1,0,5,0,24,4,9,22,10,10,1,31,0.517857,15,0,29,0.482143,11,1
2021020102,2,2021-10-28,TBL,ARI,5,1,1,1,4,1,16,5,9,21,14,6,1,28,0.392857,28,0,25,0.607143,20,3
2021020132,2,2021-11-01,TBL,WSH,3,2,1,1,2,1,16,6,9,22,9,6,0,26,0.574074,10,1,33,0.425926,10,0
2021020149,2,2021-11-04,TBL,TOR,1,2,0,0,1,1,23,13,8,27,8,16,1,25,0.490566,8,0,34,0.509434,4,3
2021020165,2,2021-11-06,TBL,OTT,5,3,1,0,4,3,25,14,9,21,5,9,1,33,0.483871,8,0,27,0.516129,4,5
2021020185,2,2021-11-09,TBL,CAR,1,2,0,1,1,1,16,8,6,19,8,15,1,18,0.35,12,0,31,0.65,10,1
2021020214,2,2021-11-13,TBL,FLA,3,2,1,1,2,2,20,9,6,26,12,15,1,24,0.455882,11,0,28,0.544118,11,5
2021020230,2,2021-11-15,TBL,NYI,4,1,1,1,3,1,18,12,7,23,8,10,0,28,0.444444,38,1,26,0.555556,30,0
2021020252,2,2021-11-18,TBL,PHI,4,3,1,0,4,3,28,14,18,27,8,17,0,32,0.482143,4,1,30,0.517857,6,3
2021020264,2,2021-11-20,TBL,NJD,3,5,0,1,2,5,27,11,4,20,11,6,1,34,0.571429,6,0,27,0.428571,8,5
2021020275,2,2021-11-21,TBL,MIN,5,4,1,1,4,3,18,13,12,25,12,11,1,24,0.453125,13,0,32,0.546875,15,6
2021020287,2,2021-11-23,TBL,PHI,4,0,1,1,4,0,30,22,8,30,8,10,1,35,0.441176,2,0,34,0.558824,4,1
2021020306,2,2021-11-26,TBL,SEA,3,0,1,1,3,0,20,10,16,15,4,10,1,26,0.487179,4,0,17,0.512821,4,4
2021020331,2,2021-11-28,TBL,MIN,2,4,0,0,2,4,20,9,13,27,12,9,0,30,0.584906,6,1,37,0.415094,6,6
2021020341,2,2021-11-30,TBL,STL,3,4,0,0,2,3,24,15,13,26,11,10,1,33,0.474576,8,0,33,0.525424,8,1
2021020353,2,2021-12-02,TBL,STL,4,2,1,1,3,0,28,8,9,21,9,17,1,35,0.54386,8,0,28,0.45614,6,3
2021020367,2,2021-12-04,TBL,BOS,3,2,1,0,2,2,20,16,10,35,21,18,1,25,0.41791,2,0,39,0.58209,4,5
2021020378,2,2021-12-05,TBL,PHI,7,1,1,0,5,0,19,8,9,38,9,17,1,27,0.509091,10,0,39,0.490909,8,6
2021020390,2,2021-12-07,TBL,MTL,3,2,1,0,3,2,21,9,16,20,8,7,1,27,0.489796,19,0,23,0.510204,13,1
2021020402,2,2021-12-09,TBL,TOR,5,3,1,0,4,1,19,10,8,33,16,14,0,27,0.333333,4,1,38,0.666667,6,3
2021020421,2,2021-12-11,TBL,OTT,0,4,0,0,0,2,20,13,8,13,8,7,0,25,0.545455,13,1,23,0.454545,15,5
2021020439,2,2021-12-14,TBL,LAK,3,2,1,1,3,1,21,11,7,26,4,6,0,30,0.488889,4,1,30,0.511111,6,1
2021020455,2,2021-12-16,TBL,OTT,2,1,1,1,1,1,20,17,7,22,10,9,0,27,0.5,4,1,26,0.5,10,3
2021020477,2,2022-02-10,TBL,COL,2,3,0,0,2,3,30,6,20,38,5,22,0,38,0.485294,8,1,47,0.514706,8,3
2021020501,2,2021-12-21,TBL,VGK,4,3,1,0,3,2,12,10,14,33,6,14,1,19,0.625,4,0,41,0.375,4,1
2021020519,2,2022-02-11,TBL,ARI,4,3,1,0,4,3,26,7,11,15,10,15,1,32,0.529412,2,0,19,0.470588,6,4
2021020537,2,2021-12-28,TBL,MTL,5,4,1,1,5,4,18,8,9,23,4,3,0,37,0.514706,8,1,31,0.485294,8,1
2021020552,2,2021-12-30,TBL,FLA,3,9,0,0,2,7,33,7,10,25,3,12,0,42,0.558824,42,1,37,0.441176,24,3
2021020561,2,2021-12-31,TBL,NYR,3,4,0,1,2,3,21,13,11,14,8,8,1,28,0.508197,10,0,23,0.491803,10,4
2021020576,2,2022-01-02,TBL,NYR,0,4,0,0,0,2,27,16,17,14,10,3,0,38,0.387755,8,1,21,0.612245,6,6
2021020590,2,2022-01-04,TBL,CBJ,7,2,1,0,4,2,23,12,11,20,12,9,1,36,0.491228,6,0,22,0.508772,8,1
2021020602,2,2022-01-06,TBL,CGY,4,1,1,1,4,1,22,18,10,18,7,9,1,33,0.568627,25,0,27,0.431373,31,3
2021020615,2,2022-01-08,TBL,BOS,2,5,0,1,2,5,21,11,8,22,10,3,0,29,0.459016,4,1,30,0.540984,8,5
2021020631,2,2022-02-15,TBL,NJD,6,3,1,0,6,2,23,7,9,20,11,13,0,32,0.52381,16,1,25,0.47619,22,1
2021020637,2,2022-01-11,TBL,BUF,6,1,1,0,5,0,27,7,7,12,3,10,1,36,0.458333,8,0,18,0.541667,4,1
2021020652,2,2022-01-13,TBL,VAN,4,2,1,1,3,2,15,7,7,23,10,13,1,21,0.480769,10,0,26,0.519231,8,3
2021020668,2,2022-01-15,TBL,DAL,3,1,1,1,2,1,22,13,9,14,6,6,0,29,0.509434,4,1,20,0.490566,8,5
2021020700,2,2022-01-18,TBL,LAK,6,4,1,0,4,2,17,3,9,24,13,10,1,25,0.5,13,0,36,0.5,13,1
2021020719,2,2022-01-21,TBL,ANA,1,5,0,0,1,3,23,10,12,23,14,7,0,33,0.5625,17,1,35,0.4375,19,4
2021020731,2,2022-01-22,TBL,SJS,7,1,1,0,6,1,20,12,15,23,21,10,1,31,0.607843,4,0,28,0.392157,4,5
2021020759,2,2022-01-27,TBL,NJD,3,2,1,1,1,1,26,11,6,27,4,12,0,35,0.583333,6,1,33,0.416667,2,3
2021020775,2,2022-01-29,TBL,VGK,2,3,0,1,5,6,23,17,14,25,7,11,0,29,0.462963,2,1,27,0.537037,6,5
2021020797,2,2022-02-01,TBL,SJS,3,2,1,1,2,1,26,16,8,14,8,6,1,32,0.466667,10,0,21,0.533333,12,1
2021020812,2,2022-02-23,TBL,EDM,5,3,1,1,4,2,14,8,8,23,18,12,1,23,0.433962,4,0,30,0.566038,8,2
2021020834,2,2022-02-26,TBL,NSH,3,2,1,0,1,0,23,8,9,22,12,15,0,33,0.407407,18,1,28,0.592593,18,5
2021020852,2,2022-03-01,TBL,OTT,5,2,1,1,4,2,11,9,6,15,5,5,0,22,0.527273,26,1,27,0.472727,26,1
2021020864,2,2022-03-03,TBL,PIT,1,5,0,1,1,4,19,12,12,29,17,14,0,21,0.491525,25,1,40,0.508475,21,3
2021020874,2,2022-03-04,TBL,DET,3,1,1,1,0,1,27,16,6,19,7,10,1,38,0.528302,4,0,23,0.471698,8,4
2021020893,2,2022-03-06,TBL,CHI,6,3,1,0,6,3,21,8,11,14,7,14,0,32,0.565217,6,1,27,0.434783,4,6
2021020911,2,2022-03-08,TBL,WPG,4,7,0,0,4,5,14,5,6,19,15,12,0,24,0.55102,10,1,33,0.44898,8,1
2021020926,2,2022-03-10,TBL,CGY,1,4,0,0,1,3,26,9,12,22,10,11,0,31,0.5,10,1,32,0.5,6,3
2021020940,2,2022-03-12,TBL,EDM,1,4,0,0,1,3,19,14,5,28,7,9,0,32,0.424658,19,1,49,0.575342,13,5
2021020950,2,2022-03-13,TBL,VAN,2,1,1,0,2,1,25,11,6,26,9,14,1,31,0.509091,6,0,36,0.490909,6,6
2021020967,2,2022-03-16,TBL,SEA,4,1,1,0,2,0,30,11,14,19,7,8,0,42,0.518519,10,1,25,0.481481,12,2
2021020984,2,2022-03-19,TBL,NYR,1,2,0,1,0,1,24,6,10,21,3,6,1,29,0.56,19,0,27,0.44,13,5
2021021009,2,2022-03-22,TBL,CAR,2,3,0,0,2,1,26,11,10,32,13,11,0,29,0.628571,12,1,41,0.371429,8,1
2021021019,2,2022-03-24,TBL,BOS,2,3,0,0,1,3,19,7,10,29,9,6,1,24,0.435484,14,0,39,0.564516,10,3
2021021037,2,2022-03-26,TBL,DET,2,1,1,0,0,1,25,10,17,18,10,15,0,36,0.639344,10,1,27,0.360656,6,5
2021021048,2,2022-03-27,TBL,NYI,4,1,1,0,3,1,26,12,14,15,12,11,0,34,0.459016,15,1,24,0.540984,17,6
2021021060,2,2022-03-29,TBL,CAR,4,3,1,1,1,3,24,11,7,14,8,8,0,32,0.52459,8,1,19,0.47541,12,1
2021021085,2,2022-04-01,TBL,CHI,5,2,1,1,5,1,32,12,11,16,7,5,1,43,0.456522,8,0,23,0.543478,4,4
2021021091,2,2022-04-02,TBL,MTL,4,5,0,1,1,5,30,17,12,28,10,12,1,41,0.467742,4,0,31,0.532258,6,5
2021021109,2,2022-04-04,TBL,TOR,2,6,0,1,2,6,30,14,8,29,9,9,0,34,0.57377,12,1,39,0.42623,14,0
