id,season,Links,gameDate,gameType
2016020008,20162017,20008,2016-10-13,2
2016020017,20162017,20017,2016-10-15,2
2016020036,20162017,20036,2016-10-17,2
2016020051,20162017,20051,2016-10-20,2
2016020065,20162017,20065,2016-10-22,2
2016020083,20162017,20083,2016-10-25,2
2016020095,20162017,20095,2016-10-26,2
2016020115,20162017,20115,2016-10-29,2
2016020136,20162017,20136,2016-11-01,2
2016020151,20162017,20151,2016-11-03,2
2016020162,20162017,20162,2016-11-05,2
2016020180,20162017,20180,2016-11-07,2
2016020189,20162017,20189,2016-11-08,2
2016020196,20162017,20196,2016-11-10,2
2016020221,20162017,20221,2016-11-12,2
2016020227,20162017,20227,2016-11-13,2
2016020250,20162017,20250,2016-11-17,2
2016020262,20162017,20262,2016-11-19,2
2016020283,20162017,20283,2016-11-22,2
2016020301,20162017,20301,2016-11-24,2
2016020308,20162017,20308,2016-11-25,2
2016020322,20162017,20322,2016-11-27,2
2016020331,20162017,20331,2016-11-29,2
2016020345,20162017,20345,2016-12-01,2
2016020359,20162017,20359,2016-12-03,2
2016020378,20162017,20378,2016-12-05,2
2016020392,20162017,20392,2016-12-07,2
2016020395,20162017,20395,2016-12-08,2
2016020413,20162017,20413,2016-12-10,2
2016020430,20162017,20430,2016-12-12,2
2016020442,20162017,20442,2016-12-14,2
2016020445,20162017,20445,2016-12-15,2
2016020470,20162017,20470,2016-12-18,2
2016020481,20162017,20481,2016-12-20,2
2016020501,20162017,20501,2016-12-22,2
2016020511,20162017,20511,2016-12-23,2
2016020520,20162017,20520,2016-12-27,2
2016020532,20162017,20532,2016-12-29,2
2016020548,20162017,20548,2016-12-31,2
2016020563,20162017,20563,2017-01-02,2
2016020578,20162017,20578,2017-01-05,2
2016020596,20162017,20596,2017-01-07,2
2016020604,20162017,20604,2017-01-08,2
2016020615,20162017,20615,2017-01-10,2
2016020627,20162017,20627,2017-01-12,2
2016020640,20162017,20640,2017-01-14,2
2016020656,20162017,20656,2017-01-16,2
2016020674,20162017,20674,2017-01-18,2
2016020685,20162017,20685,2017-01-20,2
2016020702,20162017,20702,2017-01-22,2
2016020714,20162017,20714,2017-01-24,2
2016020728,20162017,20728,2017-01-26,2
2016020747,20162017,20747,2017-01-31,2
2016020755,20162017,20755,2017-02-01,2
2016020774,20162017,20774,2017-02-04,2
2016020802,20162017,20802,2017-02-09,2
2016020815,20162017,20815,2017-02-11,2
2016020832,20162017,20832,2017-02-12,2
2016020877,20162017,20877,2017-02-19,2
2016020893,20162017,20893,2017-02-22,2
2016020899,20162017,20899,2017-02-23,2
2016020912,20162017,20912,2017-02-26,2
2016020922,20162017,20922,2017-02-28,2
2016020936,20162017,20936,2017-03-02,2
2016020952,20162017,20952,2017-03-04,2
2016020970,20162017,20970,2017-03-06,2
2016020982,20162017,20982,2017-03-08,2
2016021000,20162017,21000,2017-03-11,2
2016021021,20162017,21021,2017-03-13,2
2016021034,20162017,21034,2017-03-15,2
2016021044,20162017,21044,2017-03-16,2
2016021070,20162017,21070,2017-03-20,2
2016021075,20162017,21075,2017-03-21,2
2016021089,20162017,21089,2017-03-23,2
2016021111,20162017,21111,2017-03-25,2
